ID,Timestamp,Capacidad disponible,Capacidad utilizada,% Memoria utilizada
291,2025-03-01 20:16:05,5277100,4904908,48.1723
292,2025-03-01 20:16:08,5317376,4876108,47.8355
293,2025-03-01 20:16:11,5336548,4861836,47.6726
294,2025-03-01 20:16:14,5314352,4876080,47.8496
295,2025-03-01 20:16:17,5330292,4861792,47.7016
296,2025-03-01 20:16:20,5334508,4861824,47.6821
297,2025-03-01 20:16:24,5352420,4861928,47.5990
298,2025-03-01 20:16:27,5332952,4861912,47.6898
299,2025-03-01 20:16:30,5330728,4861992,47.7006
300,2025-03-01 20:16:33,5329852,4861952,47.7045
301,2025-03-01 20:16:36,5312404,4876532,47.8611
302,2025-03-01 20:16:39,5290632,4890640,48.0356
303,2025-03-01 20:16:42,5309616,4876332,47.8731
304,2025-03-01 20:16:45,5326052,4876292,47.7958
305,2025-03-01 20:16:48,5324584,4876252,47.8025
306,2025-03-01 20:16:51,5320196,4876332,47.8235
307,2025-03-01 20:16:54,5314900,4876380,47.8486
308,2025-03-01 20:16:57,5311328,4876380,47.8653
309,2025-03-01 20:17:00,5333040,4862116,47.6905
310,2025-03-01 20:17:03,5343172,4861924,47.6421
311,2025-03-01 20:17:06,5310100,4876592,47.8722
312,2025-03-01 20:17:09,5305372,4876548,47.8942
313,2025-03-01 20:17:12,5305176,4876612,47.8954
314,2025-03-01 20:17:15,5296776,4876620,47.9350
315,2025-03-01 20:17:18,5296320,4876684,47.9375
316,2025-03-01 20:17:21,5298248,4876556,47.9278
317,2025-03-01 20:17:24,5313444,4876684,47.8569
318,2025-03-01 20:17:27,5290588,4876660,47.9644
319,2025-03-01 20:17:31,5287344,4876612,47.9795
320,2025-03-01 20:17:34,5257868,4876656,48.1192
321,2025-03-01 20:17:37,5255676,4876528,48.1290
322,2025-03-01 20:17:40,5252700,4876640,48.1437
323,2025-03-01 20:17:43,5259816,4862408,48.0370
324,2025-03-01 20:17:46,5299724,4862440,47.8485
325,2025-03-01 20:17:49,5307364,4862376,47.8122
326,2025-03-01 20:17:52,5305192,4862448,47.8228
327,2025-03-01 20:17:55,5316716,4862512,47.7690
328,2025-03-01 20:17:58,5298964,4862464,47.8522
329,2025-03-01 20:18:01,5299992,4862600,47.8480
330,2025-03-01 20:18:04,5308028,4862624,47.8103
331,2025-03-01 20:18:07,5286800,4877240,47.9852
332,2025-03-01 20:18:10,5283156,4877072,48.0016
333,2025-03-01 20:18:13,5316264,4862824,47.7727
334,2025-03-01 20:18:16,5321400,4862824,47.7486
335,2025-03-01 20:18:19,5328912,4862908,47.7138
336,2025-03-01 20:18:22,5328236,4862844,47.7167
337,2025-03-01 20:18:25,5326988,4862888,47.7227
338,2025-03-01 20:18:28,5322000,4862876,47.7461
339,2025-03-01 20:18:31,5321512,4862892,47.7484
340,2025-03-01 20:18:34,5311232,4862900,47.7967
341,2025-03-01 20:18:37,5281056,4891572,48.0856
342,2025-03-01 20:18:41,5311380,4862804,47.7955
343,2025-03-01 20:18:44,5313872,4862784,47.7837
344,2025-03-01 20:18:47,5339912,4862808,47.6619
345,2025-03-01 20:18:50,5335560,4862808,47.6822
346,2025-03-01 20:18:53,5334048,4863008,47.6903
347,2025-03-01 20:18:56,5356260,4863088,47.5871
348,2025-03-01 20:18:59,5327272,4878408,47.8009
349,2025-03-01 20:19:02,5317228,4877256,47.8421
350,2025-03-01 20:19:05,5317120,4877264,47.8427
351,2025-03-01 20:19:08,5299500,4877584,47.9271
352,2025-03-01 20:19:11,5311928,4863336,47.7957
353,2025-03-01 20:19:14,5306736,4863208,47.8194
354,2025-03-01 20:19:17,5311124,4863216,47.7988
355,2025-03-01 20:19:20,5309888,4863216,47.8046
356,2025-03-01 20:19:23,5325392,4863224,47.7319
357,2025-03-01 20:19:26,5332900,4863200,47.6967
358,2025-03-01 20:19:29,5330684,4863168,47.7069
359,2025-03-01 20:19:32,5325196,4863240,47.7329
360,2025-03-01 20:19:35,5269608,4906344,48.2151
361,2025-03-01 20:19:38,5282248,4891920,48.0818
362,2025-03-01 20:19:41,5292376,4877736,47.9615
363,2025-03-01 20:19:44,5288932,4877736,47.9777
364,2025-03-01 20:19:48,5292436,4877664,47.9608
365,2025-03-01 20:19:51,5293880,4877672,47.9541
366,2025-03-01 20:19:54,5289332,4877672,47.9755
367,2025-03-01 20:19:57,5301456,4877680,47.9184
368,2025-03-01 20:20:00,5311924,4863352,47.7958
369,2025-03-01 20:20:03,5311972,4863552,47.7966
370,2025-03-01 20:20:06,5274900,4892348,48.1187
371,2025-03-01 20:20:09,5280748,4878068,48.0181
372,2025-03-01 20:20:12,5265884,4877868,48.0874
373,2025-03-01 20:20:15,5253684,4878028,48.1461
374,2025-03-01 20:20:18,5253912,4878164,48.1458
375,2025-03-01 20:20:21,5259512,4878176,48.1192
376,2025-03-01 20:20:24,5259272,4878120,48.1201
377,2025-03-01 20:20:27,5272684,4878232,48.0571
378,2025-03-01 20:20:30,5289784,4878344,47.9768
379,2025-03-01 20:20:33,5289792,4878388,47.9770
380,2025-03-01 20:20:36,5251024,4892672,48.2336
381,2025-03-01 20:20:39,5270256,4878236,48.0686
382,2025-03-01 20:20:42,5282508,4864008,47.9377
383,2025-03-01 20:20:45,5268584,4864028,48.0037
384,2025-03-01 20:20:48,5269616,4864012,47.9987
385,2025-03-01 20:20:51,5262460,4878728,48.1081
386,2025-03-01 20:20:54,5265780,4864148,48.0176
387,2025-03-01 20:20:58,5258244,4864108,48.0531
388,2025-03-01 20:21:01,5240128,4878504,48.2131
389,2025-03-01 20:21:04,5255540,4878312,48.1388
390,2025-03-01 20:21:07,5266492,4878576,48.0882
