ID,Timestamp,%CPU (global),%CPU (user),%CPU(system)
318,2025-03-09 18:11:44,20.6,13.4,7.2
319,2025-03-09 18:11:49,20.0,16.7,3.3
320,2025-03-09 18:11:54,24.7,21.2,3.5
321,2025-03-09 18:12:00,15.7,9.6,4.8
322,2025-03-09 18:12:05,14.6,9.8,3.7
323,2025-03-09 18:12:10,10.7,6.0,3.6
324,2025-03-09 18:12:15,27.1,21.2,3.5
325,2025-03-09 18:12:20,12.6,5.7,3.4
326,2025-03-09 18:12:26,10.6,3.5,4.7
327,2025-03-09 18:12:31,10.5,5.8,3.5
328,2025-03-09 18:12:36,27.1,18.8,7.1
329,2025-03-09 18:12:41,12.8,8.1,3.5
330,2025-03-09 18:12:47,12.6,6.9,4.6
331,2025-03-09 18:12:52,19.8,10.5,5.8
332,2025-03-09 18:12:57,9.5,4.8,3.6
333,2025-03-09 18:13:02,12.6,5.7,4.6
334,2025-03-09 18:13:08,9.5,6.0,2.4
335,2025-03-09 18:13:13,14.3,8.3,3.6
336,2025-03-09 18:13:18,16.5,5.9,4.7
337,2025-03-09 18:13:23,10.7,6.0,2.4
338,2025-03-09 18:13:28,10.7,6.0,3.6
339,2025-03-09 18:13:34,9.6,4.8,3.6
340,2025-03-09 18:13:39,10.6,5.9,3.5
341,2025-03-09 18:13:44,11.8,7.1,3.5
342,2025-03-09 18:13:49,7.1,2.4,3.6
343,2025-03-09 18:13:55,10.7,6.0,3.6
344,2025-03-09 18:14:00,17.2,9.2,4.6
345,2025-03-09 18:14:05,12.6,6.9,3.4
346,2025-03-09 18:14:10,11.8,5.9,4.7
347,2025-03-09 18:14:16,16.1,10.3,4.6
348,2025-03-09 18:14:21,10.6,5.9,3.5
349,2025-03-09 18:14:26,11.6,5.8,3.5
350,2025-03-09 18:14:31,8.2,3.5,3.5
351,2025-03-09 18:14:36,15.5,8.3,4.8
352,2025-03-09 18:14:42,10.6,5.9,3.5
353,2025-03-09 18:14:47,20.5,12.0,6.0
354,2025-03-09 18:14:52,18.1,3.6,3.6
355,2025-03-09 18:14:57,22.7,11.3,9.3
356,2025-03-09 18:15:03,10.5,4.7,3.5
357,2025-03-09 18:15:08,10.5,5.8,3.5
358,2025-03-09 18:15:13,10.6,4.7,3.5
359,2025-03-09 18:15:18,11.8,5.9,2.4
360,2025-03-09 18:15:24,11.8,4.7,3.5
361,2025-03-09 18:15:29,12.6,6.9,4.6
362,2025-03-09 18:15:34,10.6,4.7,3.5
363,2025-03-09 18:15:39,8.4,3.6,3.6
364,2025-03-09 18:15:44,11.8,7.1,3.5
365,2025-03-09 18:15:50,11.8,5.9,3.5
366,2025-03-09 18:15:55,14.1,9.4,3.5
367,2025-03-09 18:16:00,12.9,5.9,5.9
368,2025-03-09 18:16:05,11.8,5.9,3.5
369,2025-03-09 18:16:11,9.5,3.6,4.8
370,2025-03-09 18:16:16,12.2,7.3,3.7
371,2025-03-09 18:16:21,9.5,6.0,2.4
372,2025-03-09 18:16:26,9.5,6.0,2.4
373,2025-03-09 18:16:31,16.2,9.1,6.1
374,2025-03-09 18:16:37,23.5,15.3,7.1
375,2025-03-09 18:16:42,7.2,3.6,2.4
376,2025-03-09 18:16:47,9.6,6.0,2.4
377,2025-03-09 18:16:52,11.6,4.7,4.7
378,2025-03-09 18:16:58,18.4,9.7,7.8
379,2025-03-09 18:17:03,25.9,14.1,8.2
380,2025-03-09 18:17:08,29.8,22.6,4.8
381,2025-03-09 18:17:13,6.0,3.6,2.4
382,2025-03-09 18:17:19,15.1,10.5,3.5
383,2025-03-09 18:17:24,10.7,6.0,3.6
384,2025-03-09 18:17:29,9.4,4.7,3.5
385,2025-03-09 18:17:34,9.5,4.8,3.6
386,2025-03-09 18:17:40,8.4,4.8,3.6
387,2025-03-09 18:17:45,13.3,8.4,3.6
388,2025-03-09 18:17:50,6.1,3.7,2.4
389,2025-03-09 18:17:55,9.4,4.7,3.5
390,2025-03-09 18:18:00,10.7,6.0,3.6
391,2025-03-09 18:18:06,9.4,5.9,2.4
392,2025-03-09 18:18:11,10.7,4.8,3.6
393,2025-03-09 18:18:16,9.4,4.7,3.5
394,2025-03-09 18:18:21,8.3,4.8,2.4
395,2025-03-09 18:18:27,11.8,5.9,3.5
396,2025-03-09 18:18:32,15.7,12.0,3.6
397,2025-03-09 18:18:37,8.3,3.6,3.6
398,2025-03-09 18:18:42,9.3,5.8,2.3
399,2025-03-09 18:18:47,10.6,5.9,3.5
400,2025-03-09 18:18:53,16.5,10.6,3.5
401,2025-03-09 18:18:58,15.3,5.9,3.5
402,2025-03-09 18:19:03,9.5,4.8,3.6
403,2025-03-09 18:19:08,8.3,3.6,3.6
404,2025-03-09 18:19:14,9.6,4.8,3.6
405,2025-03-09 18:19:19,9.5,4.8,3.6
406,2025-03-09 18:19:24,9.3,3.5,3.5
407,2025-03-09 18:19:29,8.3,4.8,2.4
408,2025-03-09 18:19:35,8.4,3.6,2.4
409,2025-03-09 18:19:40,14.9,9.2,3.4
410,2025-03-09 18:19:45,10.6,5.9,2.4
411,2025-03-09 18:19:50,9.3,4.7,3.5
412,2025-03-09 18:19:55,17.5,6.8,7.8
413,2025-03-09 18:20:01,12.8,8.1,3.5
414,2025-03-09 18:20:06,8.3,4.8,2.4
415,2025-03-09 18:20:11,7.2,3.6,3.6
416,2025-03-09 18:20:16,10.6,5.9,3.5
417,2025-03-09 18:20:22,14.0,9.3,4.7
418,2025-03-09 18:20:27,9.4,4.7,3.5
419,2025-03-09 18:20:32,9.4,4.7,3.5
420,2025-03-09 18:20:37,10.6,5.9,3.5
421,2025-03-09 18:20:42,8.3,3.6,4.8
422,2025-03-09 18:20:48,10.7,6.0,3.6
423,2025-03-09 18:20:53,8.4,3.6,3.6
424,2025-03-09 18:20:58,8.2,4.7,2.4
425,2025-03-09 18:21:03,8.2,4.7,2.4
426,2025-03-09 18:21:09,9.4,4.7,3.5
